1751516829.0896266,None,0,None,None,None
1751516853.3430095,None,0,None,None,None
1751516879.3048503,None,0,None,None,None
1751517014.831193,None,0,None,None,None
1751517014.8331926,None,0,None,None,None
1751517014.8401928,None,0,None,None,None
1751517014.8421981,None,0,None,None,None
1751517224.0866406,0,0,1.0,120.0,None
1751517224.0888212,0,0,1.0,120.0,None
1751517224.0888212,0,0,1.0,120.0,None
1751517224.0940824,0,0,1.0,120.0,None
1751517427.6040869,0,0,1.0,119.0,None
1751517427.609087,0,0,1.0,119.0,None
1751517427.6170864,0,0,1.0,120.0,None
1751517427.6200871,0,0,1.0,120.0,None
